date,sector,price,s5_key,s5v_key,macro_cell,trend_triad,pivot_type,stereotype,days_to_pivot
2010-08-05,XLV,22.588071823120117,<|~|~|-,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-08-06,XLV,22.63378143310547,<|~|~|-,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-08-09,XLV,22.694734573364258,<|~|>|+,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-08-10,XLV,22.748064041137695,<|~|~|-,<<|<|<|+,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-11,XLV,22.161462783813477,<|<|<|-,<|<|~|+,P_NEUTRAL × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2010-08-12,XLV,22.252872467041016,<|<|~|+,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-13,XLV,22.169069290161133,<|<|<|-,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-16,XLV,22.0548038482666,<|<|<|-,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-17,XLV,22.359525680541992,<|~|~|+,<<|<<|<|+,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-18,XLV,22.32905387878418,<|~|~|-,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-19,XLV,21.91766929626465,<|<|<|-,<<|<<|<|+,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-20,XLV,21.841480255126953,<|<|<|-,<<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2010-08-23,XLV,21.940519332885742,<<|<|<|-,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-24,XLV,21.46819496154785,<<|<|<<|-,<|<|~|+,P_COLD × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2010-08-25,XLV,21.68149757385254,<<|<|<<|+,<|<|~|-,P_COLD × V_NEUTRAL,UP|DN|DN,NONE,NONE,0
2010-08-26,XLV,21.54438018798828,<<|<|<<|-,<<|<|<|-,P_COLD × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-27,XLV,21.76530647277832,<<|<|<<|+,<<|<|<|-,P_NEUTRAL × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-30,XLV,21.49104881286621,<<|<|<<|-,<<|<<|<|-,P_COLD × V_COLD,UP|DN|DN,NONE,NONE,0
2010-08-31,XLV,21.407243728637695,<<|<|<<|-,<|~|~|+,P_COLD × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-01,XLV,21.90243911743164,<<|<|<|+,<|<|~|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-02,XLV,22.016704559326172,<|~|~|+,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-03,XLV,22.222394943237305,<|~|~|+,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-07,XLV,22.0928955078125,<<|~|~|-,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-08,XLV,22.21477699279785,<|~|~|+,<<|<|<|+,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-09,XLV,22.450942993164062,<|~|>|+,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-10,XLV,22.679489135742188,<|~|>|+,<<|<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-13,XLV,22.732820510864258,<|~|>|+,<<|<|<|+,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-14,XLV,22.809009552001953,<|~|>|+,<<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-15,XLV,23.02231216430664,~|>|>>|+,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-16,XLV,22.93090057373047,<|>|>>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-17,XLV,22.926301956176758,<|>|>>|+,~|~|>|+,P_HOT × V_HOT,UP|UP|UP,NONE,NONE,0
2010-09-20,XLV,23.232601165771484,~|>|>>|+,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-21,XLV,23.247909545898438,~|>|>>|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-22,XLV,23.286195755004883,~|>|>>|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-23,XLV,23.163681030273438,<|>|>>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-24,XLV,23.477636337280273,~|>>|>>|+,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-27,XLV,23.301513671875,~|>|>>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-09-28,XLV,23.49294662475586,~|>|>>|+,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-29,XLV,23.408716201782227,~|>|>>|-,<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-09-30,XLV,23.347454071044922,~|>|>>|-,<|~|>|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-01,XLV,23.347454071044922,~|>|>|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-04,XLV,23.117746353149414,~|>|~|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-10-05,XLV,23.546554565429688,~|>>|>>|+,<<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-06,XLV,23.45466423034668,~|>|>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-10-07,XLV,23.500606536865234,~|>>|>|-,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-08,XLV,23.561870574951172,~|>>|>|+,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-10-11,XLV,23.57718276977539,~|>>|>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-10-12,XLV,23.630786895751953,~|>>|>|+,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-13,XLV,23.799243927001953,~|>|>|+,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-14,XLV,23.75330352783203,~|>|>|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-15,XLV,23.852846145629883,~|>>|>|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-18,XLV,24.074909210205078,~|>>|>>|+,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-19,XLV,23.623126983642578,~|>>|~|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-20,XLV,23.845190048217773,~|>>|~|+,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-21,XLV,23.906448364257812,~|>>|~|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-22,XLV,23.914100646972656,~|>>|>|+,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-10-25,XLV,24.044281005859375,~|>>|~|-,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-26,XLV,23.975372314453125,~|>|~|+,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-27,XLV,23.829872131347656,~|>>|~|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-28,XLV,23.967710494995117,~|>>|~|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-10-29,XLV,23.868162155151367,~|>|~|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-11-01,XLV,23.868162155151367,~|>|~|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-11-02,XLV,24.097883224487305,~|>|~|+,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-11-03,XLV,24.113204956054688,~|>|~|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-11-04,XLV,24.228059768676758,~|>|~|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-05,XLV,24.082569122314453,~|~|~|-,<|~|<|-,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-08,XLV,24.021310806274414,~|~|~|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-09,XLV,23.921762466430664,~|~|~|-,<|~|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-10,XLV,23.914100646972656,~|~|~|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-11,XLV,23.983028411865234,~|~|~|-,<<|<|<<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2010-11-12,XLV,23.684389114379883,~|~|~|-,<<|<|<|+,P_NEUTRAL × V_COLD,UP|UP|DN,NONE,NONE,0
2010-11-15,XLV,23.692039489746094,~|~|~|+,<<|<|<|+,P_NEUTRAL × V_COLD,UP|UP|DN,NONE,NONE,0
2010-11-16,XLV,23.347454071044922,~|~|<|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-17,XLV,23.3857479095459,~|~|<|+,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-18,XLV,23.71501922607422,~|~|~|+,<<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-19,XLV,23.737985610961914,~|~|~|+,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-22,XLV,23.745647430419922,~|~|~|-,<<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-23,XLV,23.401060104370117,~|~|<|-,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-24,XLV,23.623126983642578,~|~|~|+,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|UP|DN,NONE,NONE,0
2010-11-26,XLV,23.416372299194336,~|~|<|-,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|UP|DN,NONE,NONE,0
2010-11-29,XLV,23.39339828491211,~|~|<|-,<<|<|<|+,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2010-11-30,XLV,23.178993225097656,~|~|<|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-01,XLV,23.623126983642578,~|~|~|+,<|~|~|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-02,XLV,23.80690574645996,~|~|~|+,<<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-03,XLV,23.80690574645996,~|~|~|+,<<|<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-06,XLV,23.65375518798828,~|~|~|+,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-07,XLV,23.6690673828125,~|~|~|-,<|<|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-08,XLV,23.692039489746094,~|~|~|+,<<|<<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-09,XLV,23.730323791503906,~|~|>|+,<<|<|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-10,XLV,23.960058212280273,~|~|>>|+,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-13,XLV,23.998340606689453,~|~|>|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-14,XLV,24.243366241455078,>|>|>>|+,<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-15,XLV,24.166799545288086,>|>|>|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-16,XLV,24.33527374267578,>|>|>|+,<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2010-12-17,XLV,24.3768253326416,>|>|>|-,~|>|>|+,P_HOT × V_HOT,UP|UP|UP,NONE,NONE,0
2010-12-20,XLV,24.36912727355957,>|>|>|-,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-21,XLV,24.307554244995117,>|>|>|-,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-22,XLV,24.3768253326416,>|>|>|+,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-23,XLV,24.361440658569336,>|>|>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-27,XLV,24.31525230407715,>|>|>|-,<<|<<|<<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-28,XLV,24.330650329589844,>|>|>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-29,XLV,24.338342666625977,>|>|>|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-30,XLV,24.25367546081543,>|>|~|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2010-12-31,XLV,24.245975494384766,>|>|~|-,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-01-03,XLV,24.469196319580078,>>|>|>|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-04,XLV,24.546167373657227,>|>|>|-,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-05,XLV,24.600051879882812,>>|>|~|-,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-06,XLV,24.70010757446289,>|>|~|-,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-07,XLV,24.684720993041992,>|>|~|-,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-10,XLV,24.615434646606445,>|>|~|-,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-11,XLV,24.738588333129883,>>|>|~|+,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-12,XLV,24.86944580078125,>>|>|~|+,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-13,XLV,24.738588333129883,>>|>|~|-,<<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-14,XLV,24.769380569458008,>>|>|~|+,<<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-18,XLV,24.861751556396484,>>|>|~|+,<|~|>|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-19,XLV,24.692411422729492,>>|>|~|-,<|~|>|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-20,XLV,24.753984451293945,>|>|~|+,<|~|>|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-21,XLV,24.777076721191406,>>|>|~|-,<|~|>|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-24,XLV,24.746292114257812,>>|>|~|+,<<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-25,XLV,24.746292114257812,>|>|~|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-26,XLV,24.71550941467285,>|>|>|+,<|~|~|+,P_HOT × V_HOT,UP|UP|UP,NONE,NONE,0
2011-01-27,XLV,24.777076721191406,>>|>|~|-,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-28,XLV,24.330650329589844,>|~|~|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-01-31,XLV,24.384525299072266,>|~|~|-,<<|~|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-01,XLV,24.823265075683594,>|~|~|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-02,XLV,24.738588333129883,>|~|~|-,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-03,XLV,24.769380569458008,>|~|~|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-04,XLV,24.884841918945312,>|~|~|-,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-07,XLV,24.84636116027832,>|~|~|+,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-08,XLV,24.915626525878906,>>|~|~|-,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-02-09,XLV,24.861751556396484,>|~|~|-,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-10,XLV,24.86944580078125,>|~|~|-,<<|<|<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2011-02-11,XLV,24.92332649230957,>|~|~|+,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-14,XLV,25.00799560546875,>|~|~|+,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-02-15,XLV,24.954111099243164,>|~|~|-,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-16,XLV,25.084962844848633,>|~|>|+,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-02-17,XLV,25.192726135253906,>|>|>|+,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-18,XLV,25.254297256469727,>|~|>|-,<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-22,XLV,24.86944580078125,>|~|~|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-23,XLV,24.630830764770508,>|~|<|-,<|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-24,XLV,24.71550941467285,>|~|~|+,<|~|~|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-02-25,XLV,24.86944580078125,>|~|~|+,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-02-28,XLV,25.14653968811035,>|~|~|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-03-01,XLV,24.94642448425293,>|~|~|-,<|~|~|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-03-02,XLV,25.023380279541016,>|~|~|+,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-03-03,XLV,25.539100646972656,>>|>|>|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2011-03-04,XLV,25.500606536865234,>|>|>|-,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2011-03-07,XLV,25.308185577392578,>|>|~|-,<<|~|<|-,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2011-03-08,XLV,25.44672966003418,>|>|>|+,<<|<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2011-03-09,XLV,25.485218048095703,>|>|>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2011-03-10,XLV,25.084962844848633,>|>|~|-,<<|<|<|+,P_HOT × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2011-03-11,XLV,25.16964340209961,>|~|~|-,<<|<|<|-,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2011-03-14,XLV,25.04647445678711,>|~|~|-,<<|<|<|+,P_HOT × V_COLD,UP|UP|DN,NONE,NONE,0
2011-03-15,XLV,24.753984451293945,~|~|<|-,~|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|DN,NONE,NONE,0
2011-03-16,XLV,24.322946548461914,~|~|<<|-,~|~|~|+,P_NEUTRAL × V_HOT,UP|UP|UP,NONE,NONE,0
2011-03-17,XLV,24.60773468017578,~|~|<|+,<|<|<|-,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-03-18,XLV,24.7198543548584,>|~|<|+,~|~|~|+,P_NEUTRAL × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-03-21,XLV,24.928634643554688,>|~|~|+,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-22,XLV,24.913164138793945,>|~|~|-,<<|<<|<<|+,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-23,XLV,24.897703170776367,>|~|~|-,<<|<<|<<|-,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-24,XLV,25.191526412963867,>|~|~|+,<<|<<|<|+,P_NEUTRAL × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-25,XLV,25.261112213134766,>|~|~|+,<<|<<|<<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-28,XLV,25.253379821777344,>|>|~|-,<<|<<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-29,XLV,25.40028953552246,>|>|>|+,<<|<<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-30,XLV,25.58586311340332,>|>|>|+,<<|<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-03-31,XLV,25.601333618164062,>|>|>|-,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-01,XLV,25.732778549194336,>|>|>>|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-04,XLV,25.887422561645508,>|>>|>>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-05,XLV,25.771442413330078,>|>|>>|-,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-06,XLV,25.82556915283203,>|>|>>|+,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-07,XLV,25.779176712036133,>|>|>>|-,<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-08,XLV,25.763708114624023,>|>|>>|-,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-11,XLV,25.910614013671875,>|>|>|-,<<|<<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-12,XLV,25.879697799682617,>>|>|>|-,<<|<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-13,XLV,25.856489181518555,>>|>|>|-,<<|<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-14,XLV,25.99567222595215,>>|>|>|-,<|<|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-15,XLV,26.22763442993164,>>|>>|>|+,~|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-18,XLV,25.933815002441406,>>|>|~|-,<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-19,XLV,26.150318145751953,>>|>|~|+,<<|<|~|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-20,XLV,26.405479431152344,>>|>>|>|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-21,XLV,26.482789993286133,>>|>|>|+,~|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-25,XLV,26.51373863220215,>>|>>|>|-,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-04-26,XLV,26.82301139831543,>>|>>|>|+,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-27,XLV,27.124574661254883,>>|>>|>>|+,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-28,XLV,27.263751983642578,>>|>>|>>|-,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-04-29,XLV,27.2482967376709,>>|>>|>>|-,<|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-02,XLV,27.526647567749023,>>|>>|>>|-,~|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-03,XLV,27.457059860229492,>>|>>|>|-,<|~|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-04,XLV,27.43385887145996,>>|>>|>|-,~|~|~|+,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-05,XLV,27.256023406982422,>>|>|>|-,<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-06,XLV,27.449329376220703,>>|>>|>|+,<|<|~|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-09,XLV,27.603971481323242,>>|>>|>|-,<<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-10,XLV,27.77407455444336,>>|>>|>|+,<|<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-05-11,XLV,27.727691650390625,>>|>>|>|-,<|<|<|-,P_HOT × V_NEUTRAL,UP|UP|UP,NONE,NONE,0
2011-05-12,XLV,27.982837677001953,>>|>>|>|+,<<|<|<|-,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
2011-05-13,XLV,27.897798538208008,>>|>>|>|-,<<|<|<|+,P_HOT × V_COLD,UP|UP|UP,NONE,NONE,0
